pca feature 0,pca feature 1,pca feature 2,pca feature 3,pca feature 4,pca feature 5,pca feature 6,pca feature 7,pca feature 8,pca feature 9,pca feature 10,pca feature 11,pca feature 12,pca feature 13,pca feature 14,pca feature 15,pca feature 16,pca feature 17,pca feature 18,y
-16.50589251896665,-3.835296768675153,10.106696039208103,-1.1238377356678968,-0.34517845376702433,-0.4993786068107398,-0.3891294510501375,0.3156509837178595,0.2736714124827661,-0.051877640610294574,-0.2491490364770085,-0.08962201007885548,-0.06116809002268137,-0.041283449847973504,-0.002200040786849396,-0.0017251268262617556,1.120689008568655e-14,1.3485132813809787e-14,0.0,1.0
-16.894126769583874,-8.08360928132203,-2.1952480895746507,0.4498544830827211,-0.47839131741644836,-0.2893804772958279,-0.35492731251438786,-0.5940678922192659,0.44533852909048527,-0.040140940407834204,-0.38668124152984307,-0.16210191456809853,-0.26165157049043164,-0.0882060805844134,-0.004094028086722023,-0.0009674645638993385,1.852873359473617e-15,-1.2555226042759344e-14,0.0,0.0
-12.675980387967273,9.085558387217535,0.579233772071169,2.3715085672116025,0.8850440375547736,-0.3801722296273372,-0.35327385951704693,0.3895013650008782,0.42885833374640137,0.19415519207504398,0.6127419174761239,0.03765251198000118,0.053610401938742516,0.0039795837102445655,-0.0030053032657303552,-0.0029865110121034284,6.551890601708125e-16,1.0526524150138784e-15,0.0,1.0
-0.6469220035413669,-6.9307171438888,6.408993749400375,-3.955235455205384,-0.5004993006169722,-0.3023447362861708,-0.17239208729362762,0.32309610207851347,0.04159051147396531,-0.06102621688164568,-0.12117338560439346,-0.17433423150151797,0.12233009020703459,-0.01984484598588629,-0.00138023662149703,5.2103568299676285e-05,-5.417123457033045e-16,2.7056120588547158e-15,0.0,1.0
4.122022576323644,-14.164927514951689,-0.6366662427748097,0.5399637183331736,-0.6113142590932679,0.7631551883353861,1.2597837326502301,0.13672890817267017,-0.3650870195796928,0.7217661516601023,0.12900833084004867,-0.18821359190876205,0.09595817732866246,-0.032737119411641855,-0.0015339924655478271,0.001262528654995303,-1.448489747258858e-16,-1.5231835110475578e-15,-0.0,0.0
-16.75578488076246,5.619061880905875,-0.1332112454208154,-2.906922350225733,-0.6807275550170494,-0.03929221263947361,-0.12731852595916393,-0.6580892090367473,0.14515122390923527,0.012476779269756091,0.8058230076811588,-0.012101179681345898,-0.24101732510339346,-0.10898972796783124,0.0005910873253512629,0.00043774286876866375,4.162040625049199e-13,-2.9909481704969514e-16,-0.0,0.0
11.096467828643474,-10.378528875388941,-2.60290803041704,1.122893994334143,-0.5424824343647924,-0.1332093052675269,0.0847762359529777,0.27821806259413695,-0.2541121325026328,-0.011408148172210501,-0.08544087777753752,-0.1432157834325454,0.008768676102558604,-0.026748246900610496,-0.0035700591743949863,0.0015792791368329669,1.375724831943173e-16,1.8749454500365273e-16,-0.0,1.0
-15.832334327620815,-3.522991176899237,-0.5820488726700047,-2.7782732101334675,0.7753195847592428,-0.09279475679301928,0.030217422079974,-0.55085704915627,-0.001425348518991305,-0.07505757144647689,-0.21937017483433047,-0.28270392856442983,-0.04885314393949753,-0.05890700831314054,-0.002970623624933194,-0.0018294900646634827,-5.544800416795498e-17,5.293515979316291e-16,-0.0,1.0
-16.83149946034997,1.2723499803986669,-3.426247717870832,5.89654714710004,-0.4282659518023061,-0.4756000896380048,-0.604006679500123,0.4232979051415225,0.7231918170816171,0.12267836770880568,-0.5148549118397563,-0.05097581309955154,-0.1591505761038312,-0.03333646593311678,-0.007453661828602718,-0.00021479561930910966,4.675196217149339e-16,6.442040562299981e-16,-0.0,0.0
-16.807682769503117,15.96705198063175,-4.955660521000123,0.22334634924712204,0.6225980370983086,0.026012720771017232,-0.03778678097651612,-0.5480919685065293,0.1549401076764153,0.08867873110369652,0.7230930370212745,-0.07299758815141537,0.09056198036565893,0.002176046491926216,-0.0016879358278561872,-0.0023298399994359903,-3.5496379368679805e-16,8.622084853382502e-16,0.0,0.0
